keys;pl
PO384O1;jeżeli konstrukcja roweru uniemożliwia kierującemu sygnalizowanie przez wyciągnięcie ręki zamiaru zmiany kierunku jazdy lub pasa ruchu
PO384O2;w przypadku każdego roweru wielośladowego
PO384O3;jeżeli jego szerokość przekracza 90 cm
PO384DO;A
PO385;Spoza pojazdu lub innej przeszkody ograniczonej widoczności drogi:
PO385O1;pieszemu zawsze zabrania się wejścia na jezdnię
PO385O2;pieszy może wejść na jezdnię, jeżeli nie słyszy nadjeżdżających pojazdów
PO385O3;może wejść na jezdnię, jeżeli inny pieszy stojący po przeciwnej stronie drogi, daje mu znak do przejścia
PO385DO;A
PO386;Prowadząc obok siebie rower musisz stosować się do przepisów o ruchu:
PO386O1;pieszych
PO386O2;samochodów
PO386O3;rowerów
PO386DO;A
PO387;Kilku pieszych idących po jezdni:
PO387O1;powinno poruszać się jeden za drugim, ale na drogach o małym ruchu i w warunkach dobrej widoczności dwóch pieszych może iść obok siebie
PO387O2;zawsze musi iść „parami”
PO387O3;może iść w sposób dowolny (jeden za drugim lub obok siebie) niezależnie od warunków drogowych
PO387DO;A
PO388;Gdy na przejściu dla pieszych wyświetlany jest sygnał zielony, to pieszy:
PO388O1;może po takim przejściu przebiegać
PO388O2;może nie zwracać uwagi na pojazdy, gdyż mają one czerwone światło
PO388O3;zawsze musi się upewnić czy nie nadjeżdża pojazd
PO388DO;C
PO389;Za pieszego uważa się:
PO389O1;osobę jadącą po chodniku na deskorolce
PO389O2;osobę w wieku 12 lat kierującą rowerem pod opieką osoby dorosłej
PO389O3;policjanta kierującego ruchem na skrzyżowaniu
PO389DO;A
